10ClassKind,Depth,icd10Code,icd10Chapter,icd10Title,11ClassKind,Depth,ICD-11 Foundation URI,Linearization (release) URI,icd11Code,icd11Chapter,icd11Title,07/02/2022
category,2,G23.8,VI,Other specified degenerative diseases of basal ganglia,category,2,http://id.who.int/icd/entity/348567584,http://id.who.int/icd/release/11/2022-02/mms/598493320/unspecified,8A00.1Z,08,"Atypical parkinsonism, unspecified",
category,2,G23.9,VI,"Degenerative disease of basal ganglia, unspecified",category,2,http://id.who.int/icd/entity/348567584,http://id.who.int/icd/release/11/2022-02/mms/598493320/unspecified,8A00.1Z,08,"Atypical parkinsonism, unspecified",
category,1,G24,VI,Dystonia,category,1,http://id.who.int/icd/entity/2145753518,http://id.who.int/icd/release/11/2022-02/mms/2145753518/unspecified,8A02.Z,08,"Dystonic disorders, unspecified",
category,2,G24.0,VI,Drug-induced dystonia,category,2,http://id.who.int/icd/entity/678203506,http://id.who.int/icd/release/11/2022-02/mms/678203506,8A02.10,08,Drug-induced dystonia,
category,2,G24.1,VI,Idiopathic familial dystonia,category,2,http://id.who.int/icd/entity/557338504,http://id.who.int/icd/release/11/2022-02/mms/557338504/unspecified,8A02.0Z,08,"Primary dystonia, unspecified",
category,2,G24.2,VI,Idiopathic nonfamilial dystonia,category,2,http://id.who.int/icd/entity/557338504,http://id.who.int/icd/release/11/2022-02/mms/557338504/unspecified,8A02.0Z,08,"Primary dystonia, unspecified",
category,2,G24.3,VI,Spasmodic torticollis,category,2,http://id.who.int/icd/entity/1435836279,http://id.who.int/icd/release/11/2022-02/mms/557338504/unspecified,8A02.0Z,08,"Primary dystonia, unspecified",
category,2,G24.4,VI,Idiopathic orofacial dystonia,category,2,http://id.who.int/icd/entity/801098078,http://id.who.int/icd/release/11/2022-02/mms/2145753518/unspecified,8A02.Z,08,"Dystonic disorders, unspecified",
category,2,G24.5,VI,Blepharospasm,category,2,http://id.who.int/icd/entity/1127235959,http://id.who.int/icd/release/11/2022-02/mms/1127235959,8A02.00,08,Benign essential blepharospasm,
category,2,G24.8,VI,Other dystonia,category,2,http://id.who.int/icd/entity/801098078,http://id.who.int/icd/release/11/2022-02/mms/2145753518/unspecified,8A02.Z,08,"Dystonic disorders, unspecified",
category,2,G24.9,VI,"Dystonia, unspecified",category,2,http://id.who.int/icd/entity/557338504,http://id.who.int/icd/release/11/2022-02/mms/557338504/unspecified,8A02.0Z,08,"Primary dystonia, unspecified",
category,1,G25,VI,Other extrapyramidal and movement disorders,category,1,http://id.who.int/icd/entity/384289569,http://id.who.int/icd/release/11/2022-02/mms/384289569/unspecified,8A0Z,08,"Movement disorders, unspecified",
category,2,G25.0,VI,Essential tremor,category,2,http://id.who.int/icd/entity/1036027657,http://id.who.int/icd/release/11/2022-02/mms/1036027657,8A04.1,08,Essential tremor or related tremors,
category,2,G25.1,VI,Drug-induced tremor,category,2,http://id.who.int/icd/entity/141798982,http://id.who.int/icd/release/11/2022-02/mms/141798982,8A04.31,08,Tremor due to chronic or acute substance use,
category,2,G25.1,VI,Drug-induced tremor,category,2,http://id.who.int/icd/entity/40194311,http://id.who.int/icd/release/11/2022-02/mms/40194311,8A04.32,08,Tremor due to drug withdrawal,
category,2,G25.2,VI,Other specified forms of tremor,category,2,http://id.who.int/icd/entity/141798982,http://id.who.int/icd/release/11/2022-02/mms/141798982,8A04.31,08,Tremor due to chronic or acute substance use,
category,2,G25.2,VI,Other specified forms of tremor,category,2,http://id.who.int/icd/entity/1029274015,http://id.who.int/icd/release/11/2022-02/mms/645263329/unspecified,8A04.Z,08,"Disorders associated with tremor, unspecified",
category,2,G25.2,VI,Other specified forms of tremor,category,2,http://id.who.int/icd/entity/1156035797,http://id.who.int/icd/release/11/2022-02/mms/2017558361,8A04.33,08,Tremor due to certain specified central nervous system diseases,
category,2,G25.2,VI,Other specified forms of tremor,category,2,http://id.who.int/icd/entity/154193612,http://id.who.int/icd/release/11/2022-02/mms/154193612,8A04.2,08,Rest tremor,
category,2,G25.2,VI,Other specified forms of tremor,category,2,http://id.who.int/icd/entity/1811820459,http://id.who.int/icd/release/11/2022-02/mms/1811820459/unspecified,8A04.3Z,08,"Secondary tremor, unspecified",
category,2,G25.2,VI,Other specified forms of tremor,category,2,http://id.who.int/icd/entity/288547754,http://id.who.int/icd/release/11/2022-02/mms/288547754,8A04.4,08,Functional tremor,
category,2,G25.2,VI,Other specified forms of tremor,category,2,http://id.who.int/icd/entity/40194311,http://id.who.int/icd/release/11/2022-02/mms/40194311,8A04.32,08,Tremor due to drug withdrawal,
category,2,G25.2,VI,Other specified forms of tremor,category,2,http://id.who.int/icd/entity/430441106,http://id.who.int/icd/release/11/2022-02/mms/430441106,8A04.0,08,Enhanced physiological tremor,
category,2,G25.2,VI,Other specified forms of tremor,category,2,http://id.who.int/icd/entity/775627756,http://id.who.int/icd/release/11/2022-02/mms/775627756,8A04.30,08,Tremor due to metabolic disorders,
category,2,G25.3,VI,Myoclonus,category,2,http://id.who.int/icd/entity/1231935480,http://id.who.int/icd/release/11/2022-02/mms/1231935480/unspecified,8A06.Z,08,"Myoclonic disorders, unspecified",
category,2,G25.4,VI,Drug-induced chorea,category,2,http://id.who.int/icd/entity/981681252,http://id.who.int/icd/release/11/2022-02/mms/981681252/unspecified,8A01.Z,08,"Choreiform disorders, unspecified",
category,2,G25.5,VI,Other chorea,category,2,http://id.who.int/icd/entity/1164080406,http://id.who.int/icd/release/11/2022-02/mms/1164080406/unspecified,8A01.2Z,08,"Hemichorea or hemiballismus, unspecified",
category,2,G25.5,VI,Other chorea,category,2,http://id.who.int/icd/entity/829618737,http://id.who.int/icd/release/11/2022-02/mms/829618737,8A01.0,08,Benign hereditary chorea,
category,2,G25.6,VI,Drug-induced tics and other tics of organic origin,category,2,http://id.who.int/icd/entity/1026282739,http://id.who.int/icd/release/11/2022-02/mms/822078855,8A05.11,08,Tics associated with developmental disorders,
category,2,G25.6,VI,Drug-induced tics and other tics of organic origin,category,2,http://id.who.int/icd/entity/1177349916,http://id.who.int/icd/release/11/2022-02/mms/1575074953/unspecified,8A05.1Z,08,"Secondary tics, unspecified",
category,2,G25.6,VI,Drug-induced tics and other tics of organic origin,category,2,http://id.who.int/icd/entity/580665331,http://id.who.int/icd/release/11/2022-02/mms/1087192220,8A05.03,08,Transient motor tics,
category,2,G25.8,VI,Other specified extrapyramidal and movement disorders,category,2,http://id.who.int/icd/entity/384289569,http://id.who.int/icd/release/11/2022-02/mms/384289569/unspecified,8A0Z,08,"Movement disorders, unspecified",
category,2,G25.8,VI,Other specified extrapyramidal and movement disorders,category,2,http://id.who.int/icd/entity/1106367973,http://id.who.int/icd/release/11/2022-02/mms/496011112,8E4A.0,08,"Paraneoplastic or autoimmune disorders of the central nervous system, brain or spinal cord",
category,2,G25.8,VI,Other specified extrapyramidal and movement disorders,category,2,http://id.who.int/icd/entity/1125130790,http://id.who.int/icd/release/11/2022-02/mms/1125130790,7A84,07,Sleep-related rhythmic movement disorder,
category,2,G25.8,VI,Other specified extrapyramidal and movement disorders,category,2,http://id.who.int/icd/entity/1254916765,http://id.who.int/icd/release/11/2022-02/mms/1254916765,7A80,07,Restless legs syndrome,
category,2,G25.8,VI,Other specified extrapyramidal and movement disorders,category,2,http://id.who.int/icd/entity/1846518306,http://id.who.int/icd/release/11/2022-02/mms/1846518306,7A81,07,Periodic limb movement disorder,
category,2,G25.8,VI,Other specified extrapyramidal and movement disorders,category,2,http://id.who.int/icd/entity/1975710133,http://id.who.int/icd/release/11/2022-02/mms/1975710133,8A07.1,08,Akathisia,
category,2,G25.8,VI,Other specified extrapyramidal and movement disorders,category,2,http://id.who.int/icd/entity/2113831613,http://id.who.int/icd/release/11/2022-02/mms/2113831613,7A87,07,Sleep-related movement disorder due to a medical condition,
category,2,G25.8,VI,Other specified extrapyramidal and movement disorders,category,2,http://id.who.int/icd/entity/334083632,http://id.who.int/icd/release/11/2022-02/mms/334083632,8A07.2,08,Excessive startle reflex,
category,2,G25.9,VI,"Extrapyramidal and movement disorder, unspecified",category,2,http://id.who.int/icd/entity/384289569,http://id.who.int/icd/release/11/2022-02/mms/384289569/unspecified,8A0Z,08,"Movement disorders, unspecified",
category,1,G26,VI,Extrapyramidal and movement disorders in diseases classified elsewhere,category,1,http://id.who.int/icd/entity/384289569,http://id.who.int/icd/release/11/2022-02/mms/384289569/unspecified,8A0Z,08,"Movement disorders, unspecified",
category,1,G30,VI,Alzheimer disease,category,1,http://id.who.int/icd/entity/1611724421,http://id.who.int/icd/release/11/2022-02/mms/1611724421,8A20,08,Alzheimer disease,
category,1,G30,VI,Alzheimer disease,category,1,http://id.who.int/icd/entity/667827571,http://id.who.int/icd/release/11/2022-02/mms/795022044/unspecified,6D80.Z,06,"Dementia due to Alzheimer disease, onset unknown or unspecified",
block,1,G30-G32,VI,Other degenerative diseases of the nervous system,category,1,http://id.who.int/icd/entity/1719545571,http://id.who.int/icd/release/11/2022-02/mms/1719545571/unspecified,8A2Z,08,"Disorders with neurocognitive impairment as a major feature, unspecified",
block,1,G30-G32,VI,Other degenerative diseases of the nervous system,category,1,http://id.who.int/icd/entity/1296093776,http://id.who.int/icd/release/11/2022-02/mms/1296093776/unspecified,8E7Z,08,"Diseases of the nervous system, unspecified",
category,2,G30.0,VI,Alzheimer disease with early onset,category,2,http://id.who.int/icd/entity/1536636614,http://id.who.int/icd/release/11/2022-02/mms/795022044/unspecified,6D80.Z,06,"Dementia due to Alzheimer disease, onset unknown or unspecified",
category,2,G30.1,VI,Alzheimer disease with late onset,category,2,http://id.who.int/icd/entity/1536636614,http://id.who.int/icd/release/11/2022-02/mms/795022044/unspecified,6D80.Z,06,"Dementia due to Alzheimer disease, onset unknown or unspecified",
category,2,G30.8,VI,Other Alzheimer disease,category,2,http://id.who.int/icd/entity/1536636614,http://id.who.int/icd/release/11/2022-02/mms/795022044/unspecified,6D80.Z,06,"Dementia due to Alzheimer disease, onset unknown or unspecified",
category,2,G30.9,VI,"Alzheimer disease, unspecified",category,2,http://id.who.int/icd/entity/1611724421,http://id.who.int/icd/release/11/2022-02/mms/1611724421,8A20,08,Alzheimer disease,
category,1,G31,VI,"Other degenerative diseases of nervous system, not elsewhere classified",category,1,http://id.who.int/icd/entity/1719545571,http://id.who.int/icd/release/11/2022-02/mms/1719545571/unspecified,8A2Z,08,"Disorders with neurocognitive impairment as a major feature, unspecified",
category,2,G31.0,VI,Circumscribed brain atrophy,block,2,http://id.who.int/icd/entity/388265288,http://id.who.int/icd/release/11/2022-02/mms/988657115,,08,Other disorders of the nervous system,
category,2,G31.0,VI,Circumscribed brain atrophy,category,2,http://id.who.int/icd/entity/693937860,http://id.who.int/icd/release/11/2022-02/mms/384289569/unspecified,8A0Z,08,"Movement disorders, unspecified",
category,2,G31.1,VI,"Senile degeneration of brain, not elsewhere classified",category,2,http://id.who.int/icd/entity/1919924434,http://id.who.int/icd/release/11/2022-02/mms/584231559,MB21.0,21,Age-associated cognitive decline,
category,2,G31.2,VI,Degeneration of nervous system due to alcohol,category,2,http://id.who.int/icd/entity/1001737902,http://id.who.int/icd/release/11/2022-02/mms/1001737902/unspecified,8D44.Z,08,"Alcohol-related neurological disorders, unspecified",
category,2,G31.8,VI,Other specified degenerative diseases of nervous system,category,2,http://id.who.int/icd/entity/810807375,http://id.who.int/icd/release/11/2022-02/mms/810807375/unspecified,8B44.0Z,08,"Hereditary spastic paraplegia, unspecified",
category,2,G31.8,VI,Other specified degenerative diseases of nervous system,category,2,http://id.who.int/icd/entity/377572273,http://id.who.int/icd/release/11/2022-02/mms/377572273,8A21.0,08,Posterior cortical atrophy,
category,2,G31.8,VI,Other specified degenerative diseases of nervous system,category,2,http://id.who.int/icd/entity/672871576,http://id.who.int/icd/release/11/2022-02/mms/672871576,5C53.24,05,Leigh syndrome,
category,2,G31.8,VI,Other specified degenerative diseases of nervous system,category,2,http://id.who.int/icd/entity/1087616692,http://id.who.int/icd/release/11/2022-02/mms/496011112,8E4A.0,08,"Paraneoplastic or autoimmune disorders of the central nervous system, brain or spinal cord",
category,2,G31.9,VI,"Degenerative disease of nervous system, unspecified",category,2,http://id.who.int/icd/entity/1719545571,http://id.who.int/icd/release/11/2022-02/mms/1719545571/unspecified,8A2Z,08,"Disorders with neurocognitive impairment as a major feature, unspecified",
category,1,G32,VI,Other degenerative disorders of nervous system in diseases classified elsewhere,block,1,http://id.who.int/icd/entity/988657115,http://id.who.int/icd/release/11/2022-02/mms/988657115,,08,Other disorders of the nervous system,
category,2,G32.0,VI,Subacute combined degeneration of spinal cord in diseases classified elsewhere,category,2,http://id.who.int/icd/entity/380352762,http://id.who.int/icd/release/11/2022-02/mms/344973791/unspecified,8B44.Z,08,"Degenerative myelopathic disorders, unspecified",
category,2,G32.8,VI,Other specified degenerative disorders of nervous system in diseases classified elsewhere,category,2,http://id.who.int/icd/entity/344973791,http://id.who.int/icd/release/11/2022-02/mms/344973791/unspecified,8B44.Z,08,"Degenerative myelopathic disorders, unspecified",
category,1,G35,VI,Multiple sclerosis,category,1,http://id.who.int/icd/entity/1298865187,http://id.who.int/icd/release/11/2022-02/mms/1298865187/unspecified,8A40.Z,08,"Multiple sclerosis, unspecified",
block,1,G35-G37,VI,Demyelinating diseases of the central nervous system,category,1,http://id.who.int/icd/entity/724748131,http://id.who.int/icd/release/11/2022-02/mms/724748131/unspecified,8A4Z,08,"Multiple sclerosis or other white matter disorders, unspecified",
category,1,G36,VI,Other acute disseminated demyelination,category,1,http://id.who.int/icd/entity/1390433308,http://id.who.int/icd/release/11/2022-02/mms/1390433308/unspecified,8A42.Z,08,"Acute disseminated encephalomyelitis, unspecified",
category,1,G36,VI,Other acute disseminated demyelination,category,1,http://id.who.int/icd/entity/1690813510,http://id.who.int/icd/release/11/2022-02/mms/1690813510/unspecified,8A41.Z,08,"Isolated demyelinating syndromes of the central nervous system, unspecified",
category,2,G36.0,VI,Neuromyelitis optica [Devic],category,2,http://id.who.int/icd/entity/744293382,http://id.who.int/icd/release/11/2022-02/mms/744293382/unspecified,8A43.Z,08,"Neuromyelitis optica, unspecified",
category,2,G36.0,VI,Neuromyelitis optica [Devic],category,2,http://id.who.int/icd/entity/290333867,http://id.who.int/icd/release/11/2022-02/mms/496011112,8E4A.0,08,"Paraneoplastic or autoimmune disorders of the central nervous system, brain or spinal cord",
category,2,G36.1,VI,Acute and subacute haemorrhagic leukoencephalitis [Hurst],category,2,http://id.who.int/icd/entity/1226230164,http://id.who.int/icd/release/11/2022-02/mms/1226230164,8A42.0,08,Acute haemorrhagic leukoencephalitis,
category,2,G36.8,VI,Other specified acute disseminated demyelination,category,2,http://id.who.int/icd/entity/1390433308,http://id.who.int/icd/release/11/2022-02/mms/1390433308/unspecified,8A42.Z,08,"Acute disseminated encephalomyelitis, unspecified",
category,2,G36.8,VI,Other specified acute disseminated demyelination,category,2,http://id.who.int/icd/entity/1690813510,http://id.who.int/icd/release/11/2022-02/mms/1690813510/unspecified,8A41.Z,08,"Isolated demyelinating syndromes of the central nervous system, unspecified",
category,2,G36.9,VI,"Acute disseminated demyelination, unspecified",category,2,http://id.who.int/icd/entity/1390433308,http://id.who.int/icd/release/11/2022-02/mms/1390433308/unspecified,8A42.Z,08,"Acute disseminated encephalomyelitis, unspecified",
category,2,G36.9,VI,"Acute disseminated demyelination, unspecified",category,2,http://id.who.int/icd/entity/1690813510,http://id.who.int/icd/release/11/2022-02/mms/1690813510/unspecified,8A41.Z,08,"Isolated demyelinating syndromes of the central nervous system, unspecified",
category,1,G37,VI,Other demyelinating diseases of central nervous system,category,1,http://id.who.int/icd/entity/1552777544,http://id.who.int/icd/release/11/2022-02/mms/724748131/unspecified,8A4Z,08,"Multiple sclerosis or other white matter disorders, unspecified",
category,2,G37.0,VI,Diffuse sclerosis,category,2,http://id.who.int/icd/entity/816172167,http://id.who.int/icd/release/11/2022-02/mms/1298865187/unspecified,8A40.Z,08,"Multiple sclerosis, unspecified",
category,2,G37.1,VI,Central demyelination of corpus callosum,category,2,http://id.who.int/icd/entity/1441661203,http://id.who.int/icd/release/11/2022-02/mms/1441661203,8A46,08,Central demyelination of corpus callosum,
category,2,G37.2,VI,Central pontine myelinolysis,category,2,http://id.who.int/icd/entity/558060012,http://id.who.int/icd/release/11/2022-02/mms/558060012,8A45.31,08,Central pontine myelinolysis,
category,2,G37.3,VI,Acute transverse myelitis in demyelinating disease of central nervous system,category,2,http://id.who.int/icd/entity/1141415034,http://id.who.int/icd/release/11/2022-02/mms/1328350091,8A41.0,08,Transverse myelitis,
category,2,G37.4,VI,Subacute necrotizing myelitis,category,2,http://id.who.int/icd/entity/937824238,http://id.who.int/icd/release/11/2022-02/mms/937824238,8A45.21,08,Subacute necrotising myelitis,
category,2,G37.5,VI,Concentric sclerosis [Baló],category,2,http://id.who.int/icd/entity/1387119224,http://id.who.int/icd/release/11/2022-02/mms/1298865187/unspecified,8A40.Z,08,"Multiple sclerosis, unspecified",
category,2,G37.8,VI,Other specified demyelinating diseases of central nervous system,category,2,http://id.who.int/icd/entity/1552777544,http://id.who.int/icd/release/11/2022-02/mms/724748131/unspecified,8A4Z,08,"Multiple sclerosis or other white matter disorders, unspecified",
category,2,G37.9,VI,"Demyelinating disease of central nervous system, unspecified",category,2,http://id.who.int/icd/entity/724748131,http://id.who.int/icd/release/11/2022-02/mms/724748131/unspecified,8A4Z,08,"Multiple sclerosis or other white matter disorders, unspecified",
category,1,G40,VI,Epilepsy,category,1,http://id.who.int/icd/entity/1397288146,http://id.who.int/icd/release/11/2022-02/mms/1397288146/unspecified,8A6Z,08,"Epilepsy or seizures, unspecified",
block,1,G40-G47,VI,Episodic and paroxysmal disorders,category,1,http://id.who.int/icd/entity/1397288146,http://id.who.int/icd/release/11/2022-02/mms/1397288146/unspecified,8A6Z,08,"Epilepsy or seizures, unspecified",
block,1,G40-G47,VI,Episodic and paroxysmal disorders,category,1,http://id.who.int/icd/entity/28995849,http://id.who.int/icd/release/11/2022-02/mms/28995849/unspecified,8A8Z,08,"Headache disorders, unspecified",
category,2,G40.0,VI,Localization-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset,category,2,http://id.who.int/icd/entity/517052870,http://id.who.int/icd/release/11/2022-02/mms/517052870/unspecified,8A61.Z,08,"Genetic or presumed genetic syndromes primarily expressed as epilepsy, unspecified",
category,2,G40.1,VI,Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures,category,2,http://id.who.int/icd/entity/517052870,http://id.who.int/icd/release/11/2022-02/mms/517052870/unspecified,8A61.Z,08,"Genetic or presumed genetic syndromes primarily expressed as epilepsy, unspecified",
category,2,G40.1,VI,Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures,category,2,http://id.who.int/icd/entity/1800285392,http://id.who.int/icd/release/11/2022-02/mms/1397288146/unspecified,8A6Z,08,"Epilepsy or seizures, unspecified",
category,2,G40.2,VI,Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures,category,2,http://id.who.int/icd/entity/91180764,http://id.who.int/icd/release/11/2022-02/mms/91180764/unspecified,8A61.4Z,08,"Genetic epileptic syndromes with variable age of onset, unspecified",
category,2,G40.3,VI,Generalized idiopathic epilepsy and epileptic syndromes,category,2,http://id.who.int/icd/entity/517052870,http://id.who.int/icd/release/11/2022-02/mms/517052870/unspecified,8A61.Z,08,"Genetic or presumed genetic syndromes primarily expressed as epilepsy, unspecified",
category,2,G40.4,VI,Other generalized epilepsy and epileptic syndromes,category,2,http://id.who.int/icd/entity/1786562875,http://id.who.int/icd/release/11/2022-02/mms/1786562875/unspecified,8A62.Z,08,"Epileptic encephalopathies, unspecified",
category,2,G40.4,VI,Other generalized epilepsy and epileptic syndromes,category,2,http://id.who.int/icd/entity/517052870,http://id.who.int/icd/release/11/2022-02/mms/517052870/unspecified,8A61.Z,08,"Genetic or presumed genetic syndromes primarily expressed as epilepsy, unspecified",
category,2,G40.5,VI,Special epileptic syndromes,category,2,http://id.who.int/icd/entity/2073711696,http://id.who.int/icd/release/11/2022-02/mms/2073711696/unspecified,8A60.Z,08,Epilepsy due to unspecified structural or metabolic condition or disease,
category,2,G40.6,VI,"Grand mal seizures, unspecified (with or without petit mal)",category,2,http://id.who.int/icd/entity/1091709256,http://id.who.int/icd/release/11/2022-02/mms/1091709256,8A68.4,08,Generalised tonic-clonic seizure,
category,2,G40.6,VI,"Grand mal seizures, unspecified (with or without petit mal)",category,2,http://id.who.int/icd/entity/429021871,http://id.who.int/icd/release/11/2022-02/mms/429021871,8A65,08,Single unprovoked seizure,
category,2,G40.7,VI,"Petit mal, unspecified, without grand mal seizures",category,2,http://id.who.int/icd/entity/36262213,http://id.who.int/icd/release/11/2022-02/mms/36262213/unspecified,8A66.1Z,08,"Non-convulsive status epilepticus, unspecified",
category,2,G40.7,VI,"Petit mal, unspecified, without grand mal seizures",category,2,http://id.who.int/icd/entity/726403046,http://id.who.int/icd/release/11/2022-02/mms/726403046,8A61.21,08,Childhood absence epilepsy,
category,2,G40.8,VI,Other epilepsy,category,2,http://id.who.int/icd/entity/1397288146,http://id.who.int/icd/release/11/2022-02/mms/1397288146/unspecified,8A6Z,08,"Epilepsy or seizures, unspecified",
category,2,G40.9,VI,"Epilepsy, unspecified",category,2,http://id.who.int/icd/entity/1397288146,http://id.who.int/icd/release/11/2022-02/mms/1397288146/unspecified,8A6Z,08,"Epilepsy or seizures, unspecified",
category,1,G41,VI,Status epilepticus,category,1,http://id.who.int/icd/entity/906174792,http://id.who.int/icd/release/11/2022-02/mms/906174792/unspecified,8A66.Z,08,"Status epilepticus, unspecified",
category,2,G41.0,VI,Grand mal status epilepticus,category,2,http://id.who.int/icd/entity/1734515921,http://id.who.int/icd/release/11/2022-02/mms/338178896,8A66.0,08,Convulsive status epilepticus,
category,2,G41.1,VI,Petit mal status epilepticus,category,2,http://id.who.int/icd/entity/36262213,http://id.who.int/icd/release/11/2022-02/mms/36262213/unspecified,8A66.1Z,08,"Non-convulsive status epilepticus, unspecified",
category,2,G41.2,VI,Complex partial status epilepticus,category,2,http://id.who.int/icd/entity/1988362682,http://id.who.int/icd/release/11/2022-02/mms/1988362682,8A67,08,Acute repetitive seizures,
category,2,G41.8,VI,Other status epilepticus,category,2,http://id.who.int/icd/entity/906174792,http://id.who.int/icd/release/11/2022-02/mms/906174792/unspecified,8A66.Z,08,"Status epilepticus, unspecified",
category,2,G41.9,VI,"Status epilepticus, unspecified",category,2,http://id.who.int/icd/entity/906174792,http://id.who.int/icd/release/11/2022-02/mms/906174792/unspecified,8A66.Z,08,"Status epilepticus, unspecified",
category,1,G43,VI,Migraine,category,1,http://id.who.int/icd/entity/669367341,http://id.who.int/icd/release/11/2022-02/mms/669367341/unspecified,8A80.Z,08,"Migraine, unspecified",
category,1,G43,VI,Migraine,category,1,http://id.who.int/icd/entity/28995849,http://id.who.int/icd/release/11/2022-02/mms/28995849/unspecified,8A8Z,08,"Headache disorders, unspecified",
category,2,G43.0,VI,Migraine without aura [common migraine],category,2,http://id.who.int/icd/entity/2048783472,http://id.who.int/icd/release/11/2022-02/mms/2048783472,8A80.0,08,Migraine without aura,
category,2,G43.1,VI,Migraine with aura [classical migraine],category,2,http://id.who.int/icd/entity/525744634,http://id.who.int/icd/release/11/2022-02/mms/525744634/unspecified,8A80.1Z,08,"Migraine with aura, unspecified",
category,2,G43.2,VI,Status migrainosus,category,2,http://id.who.int/icd/entity/1811638533,http://id.who.int/icd/release/11/2022-02/mms/1811638533,8A80.30,08,Status migrainosus,
category,2,G43.3,VI,Complicated migraine,category,2,http://id.who.int/icd/entity/525744634,http://id.who.int/icd/release/11/2022-02/mms/525744634/unspecified,8A80.1Z,08,"Migraine with aura, unspecified",
category,2,G43.8,VI,Other migraine,category,2,http://id.who.int/icd/entity/1956278970,http://id.who.int/icd/release/11/2022-02/mms/1956278970,8A80.3,08,Complications related to migraine,
category,2,G43.9,VI,"Migraine, unspecified",category,2,http://id.who.int/icd/entity/669367341,http://id.who.int/icd/release/11/2022-02/mms/669367341/unspecified,8A80.Z,08,"Migraine, unspecified",
category,1,G44,VI,Other headache syndromes,category,1,http://id.who.int/icd/entity/1410019257,http://id.who.int/icd/release/11/2022-02/mms/1410019257/unspecified,8A81.Z,08,"Tension-type headache, unspecified",
category,1,G44,VI,Other headache syndromes,category,1,http://id.who.int/icd/entity/28995849,http://id.who.int/icd/release/11/2022-02/mms/28995849/unspecified,8A8Z,08,"Headache disorders, unspecified",
category,1,G44,VI,Other headache syndromes,category,1,http://id.who.int/icd/entity/296971178,http://id.who.int/icd/release/11/2022-02/mms/296971178/unspecified,8A84.Z,08,"Secondary headache, unspecified",
category,2,G44.0,VI,Cluster headache syndrome,category,2,http://id.who.int/icd/entity/1097106734,http://id.who.int/icd/release/11/2022-02/mms/1097106734,8A81.0,08,Infrequent episodic tension-type headache,
category,2,G44.1,VI,"Vascular headache, not elsewhere classified",category,2,http://id.who.int/icd/entity/1176979013,http://id.who.int/icd/release/11/2022-02/mms/296971178/unspecified,8A84.Z,08,"Secondary headache, unspecified",
category,2,G44.1,VI,"Vascular headache, not elsewhere classified",category,2,http://id.who.int/icd/entity/607078588,http://id.who.int/icd/release/11/2022-02/mms/607078588,8A82,08,Trigeminal autonomic cephalalgias,
category,2,G44.2,VI,Tension-type headache,category,2,http://id.who.int/icd/entity/1350703173,http://id.who.int/icd/release/11/2022-02/mms/1350703173,8A83,08,Other primary headache disorder,
category,2,G44.3,VI,Chronic post-traumatic headache,category,2,http://id.who.int/icd/entity/902419921,http://id.who.int/icd/release/11/2022-02/mms/296971178/unspecified,8A84.Z,08,"Secondary headache, unspecified",
category,2,G44.4,VI,"Drug-induced headache, not elsewhere classified",category,2,http://id.who.int/icd/entity/1723984719,http://id.who.int/icd/release/11/2022-02/mms/296971178/unspecified,8A84.Z,08,"Secondary headache, unspecified",
category,2,G44.8,VI,Other specified headache syndromes,category,2,http://id.who.int/icd/entity/1340277752,http://id.who.int/icd/release/11/2022-02/mms/296971178/unspecified,8A84.Z,08,"Secondary headache, unspecified",
category,1,G45,VI,Transient cerebral ischaemic attacks and related syndromes,category,1,http://id.who.int/icd/entity/826335789,http://id.who.int/icd/release/11/2022-02/mms/826335789/unspecified,8B10.Z,08,"Transient ischaemic attack, unspecified",
category,2,G45.0,VI,Vertebro-basilar artery syndrome,category,2,http://id.who.int/icd/entity/1570524591,http://id.who.int/icd/release/11/2022-02/mms/826335789/unspecified,8B10.Z,08,"Transient ischaemic attack, unspecified",
category,2,G45.1,VI,Carotid artery syndrome (hemispheric),category,2,http://id.who.int/icd/entity/953647163,http://id.who.int/icd/release/11/2022-02/mms/826335789/unspecified,8B10.Z,08,"Transient ischaemic attack, unspecified",
category,2,G45.2,VI,Multiple and bilateral precerebral artery syndromes,category,2,http://id.who.int/icd/entity/1283117252,http://id.who.int/icd/release/11/2022-02/mms/581897143,8B22,08,Certain specified cerebrovascular diseases,
category,2,G45.3,VI,Amaurosis fugax,category,2,http://id.who.int/icd/entity/691084626,http://id.who.int/icd/release/11/2022-02/mms/691084626,8B10.0,08,Amaurosis fugax,
category,2,G45.4,VI,Transient global amnesia,category,2,http://id.who.int/icd/entity/1524600518,http://id.who.int/icd/release/11/2022-02/mms/1524600518,MB21.12,21,Transient global amnesia,
category,2,G45.8,VI,Other transient cerebral ischaemic attacks and related syndromes,category,2,http://id.who.int/icd/entity/415896871,http://id.who.int/icd/release/11/2022-02/mms/826335789/unspecified,8B10.Z,08,"Transient ischaemic attack, unspecified",
category,2,G45.9,VI,"Transient cerebral ischaemic attack, unspecified",category,2,http://id.who.int/icd/entity/826335789,http://id.who.int/icd/release/11/2022-02/mms/826335789/unspecified,8B10.Z,08,"Transient ischaemic attack, unspecified",
